copa_run3	micro_avg: 0.950, macro_avg: 0.950, copa_accuracy: 0.950
commitbank_run3	micro_avg: 0.962, macro_avg: 0.962, commitbank_accuracy: 0.982, commitbank_f1: 0.962, commitbank_precision: 0.944, commitbank_recall: 0.986
wic_run3	micro_avg: 0.713, macro_avg: 0.713, wic_accuracy: 0.713, wic_f1: 0.741, wic_precision: 0.675, wic_recall: 0.821
winograd-coreference_run3	micro_avg: 0.654, macro_avg: 0.654, winograd-coreference_f1: 0.609, winograd-coreference_acc: 0.654
acceptability-wh_run3	micro_avg: 0.967, macro_avg: 0.967, acceptability-wh_acc_f1: 0.967, acceptability-wh_accuracy: 0.967, acceptability-wh_f1: 0.967
acceptability-conj_run3	micro_avg: 0.780, macro_avg: 0.780, acceptability-conj_acc_f1: 0.780, acceptability-conj_accuracy: 0.761, acceptability-conj_f1: 0.800
acceptability-def_run3	micro_avg: 0.926, macro_avg: 0.926, acceptability-def_acc_f1: 0.926, acceptability-def_accuracy: 0.923, acceptability-def_f1: 0.929
acceptability-eos_run3	micro_avg: 0.979, macro_avg: 0.979, acceptability-eos_acc_f1: 0.979, acceptability-eos_accuracy: 0.979, acceptability-eos_f1: 0.980
rte-superglue_run3	micro_avg: 0.877, macro_avg: 0.877, rte-superglue_accuracy: 0.877
edges-rel-semeval_run3	micro_avg: 0.000, macro_avg: 0.094, edges-rel-semeval_mcc: 0.205, edges-rel-semeval_acc: 0.050, edges-rel-semeval_precision: 0.905, edges-rel-semeval_recall: 0.050, edges-rel-semeval_f1: 0.094
edges-spr2_run3	micro_avg: 0.000, macro_avg: 0.839, edges-spr2_mcc: 0.743, edges-spr2_acc: 0.105, edges-spr2_precision: 0.838, edges-spr2_recall: 0.840, edges-spr2_f1: 0.839
edges-dpr_run3	micro_avg: 0.000, macro_avg: 0.902, edges-dpr_mcc: 0.805, edges-dpr_acc: 0.902, edges-dpr_precision: 0.902, edges-dpr_recall: 0.902, edges-dpr_f1: 0.902
edges-spr1_run3	micro_avg: 0.000, macro_avg: 0.872, edges-spr1_mcc: 0.814, edges-spr1_acc: 0.379, edges-spr1_precision: 0.865, edges-spr1_recall: 0.879, edges-spr1_f1: 0.872
cola_run3	micro_avg: 0.665, macro_avg: 0.665, cola_mcc: 0.665, cola_accuracy: 0.862
se-probing-sentence-length_run3	micro_avg: 0.467, macro_avg: 0.467, se-probing-sentence-length_accuracy: 0.467
boolq_run3	micro_avg: 0.876, macro_avg: 0.876, boolq_acc_f1: 0.876, boolq_accuracy: 0.861, boolq_f1: 0.891, boolq_precision: 0.869, boolq_recall: 0.914
se-probing-past-present_run3	micro_avg: 0.901, macro_avg: 0.901, se-probing-past-present_accuracy: 0.901
se-probing-top-constituents_run3	micro_avg: 0.932, macro_avg: 0.932, se-probing-top-constituents_accuracy: 0.932
se-probing-tree-depth_run3	micro_avg: 0.757, macro_avg: 0.757, se-probing-tree-depth_accuracy: 0.757
se-probing-obj-number_run3	micro_avg: 0.956, macro_avg: 0.956, se-probing-obj-number_accuracy: 0.956
se-probing-subj-number_run3	micro_avg: 0.928, macro_avg: 0.928, se-probing-subj-number_accuracy: 0.928
se-probing-bigram-shift_run3	micro_avg: 0.979, macro_avg: 0.979, se-probing-bigram-shift_accuracy: 0.979
se-probing-word-content_run3	micro_avg: 0.998, macro_avg: 0.998, se-probing-word-content_accuracy: 0.998
se-probing-odd-man-out_run3	micro_avg: 0.777, macro_avg: 0.777, se-probing-odd-man-out_accuracy: 0.777
se-probing-coordination-inversion_run3	micro_avg: 0.883, macro_avg: 0.883, se-probing-coordination-inversion_accuracy: 0.883
edges-ner-ontonotes_run3	micro_avg: 0.000, macro_avg: 0.971, edges-ner-ontonotes_mcc: 0.969, edges-ner-ontonotes_acc: 0.968, edges-ner-ontonotes_precision: 0.973, edges-ner-ontonotes_recall: 0.969, edges-ner-ontonotes_f1: 0.971
multirc_run3	micro_avg: 0.558, macro_avg: 0.558, multirc_ans_f1: 0.743, multirc_qst_f1: 0.701, multirc_em: 0.373, multirc_avg: 0.558
