edges-spr2_run1	micro_avg: 0.000, macro_avg: 0.836, edges-spr2_mcc: 0.740, edges-spr2_acc: 0.098, edges-spr2_precision: 0.843, edges-spr2_recall: 0.829, edges-spr2_f1: 0.836
edges-dpr_run1	micro_avg: 0.000, macro_avg: 0.892, edges-dpr_mcc: 0.784, edges-dpr_acc: 0.892, edges-dpr_precision: 0.892, edges-dpr_recall: 0.892, edges-dpr_f1: 0.892
edges-rel-semeval_run1  micro_avg: 0.000, macro_avg: 0.858, edges-rel-semeval_mcc: 0.851, edges-rel-semeval_acc: 0.836, edges-rel-semeval_precision: 0.877, edges-rel-semeval_recall: 0.840, edges-rel-semeval_f1: 0.858
se-probing-word-content_run1	micro_avg: 0.999, macro_avg: 0.999, se-probing-word-content_accuracy: 0.999
se-probing-tree-depth_run1	micro_avg: 0.756, macro_avg: 0.756, se-probing-tree-depth_accuracy: 0.756
se-probing-top-constituents_run1	micro_avg: 0.932, macro_avg: 0.932, se-probing-top-constituents_accuracy: 0.932
se-probing-bigram-shift_run1	micro_avg: 0.980, macro_avg: 0.980, se-probing-bigram-shift_accuracy: 0.980
se-probing-past-present_run1	micro_avg: 0.910, macro_avg: 0.910, se-probing-past-present_accuracy: 0.910
se-probing-subj-number_run1	micro_avg: 0.939, macro_avg: 0.939, se-probing-subj-number_accuracy: 0.939
se-probing-obj-number_run1	micro_avg: 0.952, macro_avg: 0.952, se-probing-obj-number_accuracy: 0.952
se-probing-odd-man-out_run1	micro_avg: 0.776, macro_avg: 0.776, se-probing-odd-man-out_accuracy: 0.776
se-probing-coordination-inversion_run1	micro_avg: 0.882, macro_avg: 0.882, se-probing-coordination-inversion_accuracy: 0.882
edges-dep-ud-ewt_run1	micro_avg: 0.000, macro_avg: 0.958, edges-dep-ud-ewt_mcc: 0.958, edges-dep-ud-ewt_acc: 0.952, edges-dep-ud-ewt_precision: 0.963, edges-dep-ud-ewt_recall: 0.954, edges-dep-ud-ewt_f1: 0.958
se-probing-sentence-length_run1	micro_avg: 0.464, macro_avg: 0.464, se-probing-sentence-length_accuracy: 0.464
acceptability-wh_run1	micro_avg: 0.983, macro_avg: 0.983, acceptability-wh_acc_f1: 0.983, acceptability-wh_accuracy: 0.983, acceptability-wh_f1: 0.984
acceptability-def_run1	micro_avg: 0.943, macro_avg: 0.943, acceptability-def_acc_f1: 0.943, acceptability-def_accuracy: 0.942, acceptability-def_f1: 0.943
acceptability-conj_run1	micro_avg: 0.583, macro_avg: 0.583, acceptability-conj_acc_f1: 0.583, acceptability-conj_accuracy: 0.500, acceptability-conj_f1: 0.667
acceptability-eos_run1	micro_avg: 1.000, macro_avg: 1.000, acceptability-eos_acc_f1: 1.000, acceptability-eos_accuracy: 1.000, acceptability-eos_f1: 1.000
cola_run1	micro_avg: 0.673, macro_avg: 0.673, cola_mcc: 0.673, cola_accuracy: 0.865
edges-ner-ontonotes_run1	micro_avg: 0.000, macro_avg: 0.968, edges-ner-ontonotes_mcc: 0.967, edges-ner-ontonotes_acc: 0.966, edges-ner-ontonotes_precision: 0.970, edges-ner-ontonotes_recall: 0.966, edges-ner-ontonotes_f1: 0.968
edges-spr1_run1	micro_avg: 0.000, macro_avg: 0.875, edges-spr1_mcc: 0.818, edges-spr1_acc: 0.391, edges-spr1_precision: 0.863, edges-spr1_recall: 0.887, edges-spr1_f1: 0.875
edges-srl-ontonotes_run1	micro_avg: 0.000, macro_avg: 0.927, edges-srl-ontonotes_mcc: 0.926, edges-srl-ontonotes_acc: 0.911, edges-srl-ontonotes_precision: 0.940, edges-srl-ontonotes_recall: 0.914, edges-srl-ontonotes_f1: 0.927
edges-pos-ontonotes_run1	micro_avg: 0.000, macro_avg: 0.981, edges-pos-ontonotes_mcc: 0.980, edges-pos-ontonotes_acc: 0.980, edges-pos-ontonotes_precision: 0.981, edges-pos-ontonotes_recall: 0.981, edges-pos-ontonotes_f1: 0.981
edges-nonterminal-ontonotes_run1	micro_avg: 0.000, macro_avg: 0.887, edges-nonterminal-ontonotes_mcc: 0.883, edges-nonterminal-ontonotes_acc: 0.822, edges-nonterminal-ontonotes_precision: 0.859, edges-nonterminal-ontonotes_recall: 0.916, edges-nonterminal-ontonotes_f1: 0.887
edges-coref-ontonotes_run1	micro_avg: 0.000, macro_avg: 0.973, edges-coref-ontonotes_mcc: 0.946, edges-coref-ontonotes_acc: 0.973, edges-coref-ontonotes_precision: 0.973, edges-coref-ontonotes_recall: 0.973, edges-coref-ontonotes_f1: 0.973
