edges-spr2_run1	micro_avg: 0.000, macro_avg: 0.817, edges-spr2_mcc: 0.712, edges-spr2_acc: 0.079, edges-spr2_precision: 0.835, edges-spr2_recall: 0.799, edges-spr2_f1: 0.817
edges-spr1_run1	micro_avg: 0.000, macro_avg: 0.857, edges-spr1_mcc: 0.793, edges-spr1_acc: 0.349, edges-spr1_precision: 0.853, edges-spr1_recall: 0.862, edges-spr1_f1: 0.857
edges-ner-ontonotes_run1	micro_avg: 0.000, macro_avg: 0.354, edges-ner-ontonotes_mcc: 0.338, edges-ner-ontonotes_acc: 0.283, edges-ner-ontonotes_precision: 0.474, edges-ner-ontonotes_recall: 0.283, edges-ner-ontonotes_f1: 0.354
edges-srl-ontonotes_run1	micro_avg: 0.000, macro_avg: 0.000, edges-srl-ontonotes_mcc: 0.000, edges-srl-ontonotes_acc: 0.000, edges-srl-ontonotes_precision: 0.000, edges-srl-ontonotes_recall: 0.000, edges-srl-ontonotes_f1: 0.000
edges-dpr_run1	micro_avg: 0.000, macro_avg: 0.667, edges-dpr_mcc: 0.000, edges-dpr_acc: 0.000, edges-dpr_precision: 0.500, edges-dpr_recall: 1.000, edges-dpr_f1: 0.667
edges-rel-semeval_run1	micro_avg: 0.000, macro_avg: 0.053, edges-rel-semeval_mcc: -0.019, edges-rel-semeval_acc: 0.000, edges-rel-semeval_precision: 0.040, edges-rel-semeval_recall: 0.080, edges-rel-semeval_f1: 0.053
se-probing-word-content_run1	micro_avg: 0.001, macro_avg: 0.001, se-probing-word-content_accuracy: 0.001
se-probing-tree-depth_run1	micro_avg: 0.750, macro_avg: 0.750, se-probing-tree-depth_accuracy: 0.750
edges-coref-ontonotes_run1	micro_avg: 0.000, macro_avg: 0.967, edges-coref-ontonotes_mcc: 0.934, edges-coref-ontonotes_acc: 0.967, edges-coref-ontonotes_precision: 0.967, edges-coref-ontonotes_recall: 0.967, edges-coref-ontonotes_f1: 0.967
acceptability-wh_run1	micro_avg: 0.795, macro_avg: 0.795, acceptability-wh_acc_f1: 0.795, acceptability-wh_accuracy: 0.783, acceptability-wh_f1: 0.806
acceptability-def_run1	micro_avg: 0.631, macro_avg: 0.631, acceptability-def_acc_f1: 0.631, acceptability-def_accuracy: 0.596, acceptability-def_f1: 0.667
acceptability-conj_run1	micro_avg: 0.913, macro_avg: 0.913, acceptability-conj_acc_f1: 0.913, acceptability-conj_accuracy: 0.913, acceptability-conj_f1: 0.913
acceptability-eos_run1	micro_avg: 0.695, macro_avg: 0.695, acceptability-eos_acc_f1: 0.695, acceptability-eos_accuracy: 0.667, acceptability-eos_f1: 0.724
se-probing-bigram-shift_run1	micro_avg: 0.974, macro_avg: 0.974, se-probing-bigram-shift_accuracy: 0.974
