edges-spr2_run2	micro_avg: 0.000, macro_avg: 0.839, edges-spr2_mcc: 0.743, edges-spr2_acc: 0.095, edges-spr2_precision: 0.839, edges-spr2_recall: 0.838, edges-spr2_f1: 0.839
edges-dpr_run2	micro_avg: 0.000, macro_avg: 0.900, edges-dpr_mcc: 0.799, edges-dpr_acc: 0.900, edges-dpr_precision: 0.900, edges-dpr_recall: 0.900, edges-dpr_f1: 0.900
edges-rel-semeval_run2	micro_avg: 0.000, macro_avg: 0.856, edges-rel-semeval_mcc: 0.848, edges-rel-semeval_acc: 0.834, edges-rel-semeval_precision: 0.875, edges-rel-semeval_recall: 0.837, edges-rel-semeval_f1: 0.856
se-probing-word-content_run2	micro_avg: 0.998, macro_avg: 0.998, se-probing-word-content_accuracy: 0.998
se-probing-tree-depth_run2	micro_avg: 0.757, macro_avg: 0.757, se-probing-tree-depth_accuracy: 0.757
se-probing-top-constituents_run2	micro_avg: 0.934, macro_avg: 0.934, se-probing-top-constituents_accuracy: 0.934
se-probing-bigram-shift_run2	micro_avg: 0.977, macro_avg: 0.977, se-probing-bigram-shift_accuracy: 0.977
se-probing-past-present_run2	micro_avg: 0.898, macro_avg: 0.898, se-probing-past-present_accuracy: 0.898
se-probing-subj-number_run2	micro_avg: 0.935, macro_avg: 0.935, se-probing-subj-number_accuracy: 0.935
se-probing-obj-number_run2	micro_avg: 0.959, macro_avg: 0.959, se-probing-obj-number_accuracy: 0.959
se-probing-odd-man-out_run2	micro_avg: 0.771, macro_avg: 0.771, se-probing-odd-man-out_accuracy: 0.771
se-probing-coordination-inversion_run2	micro_avg: 0.881, macro_avg: 0.881, se-probing-coordination-inversion_accuracy: 0.881
edges-dep-ud-ewt_run2	micro_avg: 0.000, macro_avg: 0.960, edges-dep-ud-ewt_mcc: 0.959, edges-dep-ud-ewt_acc: 0.955, edges-dep-ud-ewt_precision: 0.963, edges-dep-ud-ewt_recall: 0.956, edges-dep-ud-ewt_f1: 0.960
se-probing-sentence-length_run2	micro_avg: 0.461, macro_avg: 0.461, se-probing-sentence-length_accuracy: 0.461
acceptability-wh_run2	micro_avg: 0.583, macro_avg: 0.583, acceptability-wh_acc_f1: 0.583, acceptability-wh_accuracy: 0.500, acceptability-wh_f1: 0.667
acceptability-def_run2	micro_avg: 0.583, macro_avg: 0.583, acceptability-def_acc_f1: 0.583, acceptability-def_accuracy: 0.500, acceptability-def_f1: 0.667
acceptability-conj_run2	micro_avg: 0.583, macro_avg: 0.583, acceptability-conj_acc_f1: 0.583, acceptability-conj_accuracy: 0.500, acceptability-conj_f1: 0.667
acceptability-eos_run2	micro_avg: 0.979, macro_avg: 0.979, acceptability-eos_acc_f1: 0.979, acceptability-eos_accuracy: 0.979, acceptability-eos_f1: 0.980
cola_run2	micro_avg: 0.656, macro_avg: 0.656, cola_mcc: 0.656, cola_accuracy: 0.858
edges-spr1_run2	micro_avg: 0.000, macro_avg: 0.873, edges-spr1_mcc: 0.815, edges-spr1_acc: 0.389, edges-spr1_precision: 0.859, edges-spr1_recall: 0.887, edges-spr1_f1: 0.873
edges-ner-ontonotes_run2	micro_avg: 0.000, macro_avg: 0.967, edges-ner-ontonotes_mcc: 0.965, edges-ner-ontonotes_acc: 0.964, edges-ner-ontonotes_precision: 0.969, edges-ner-ontonotes_recall: 0.965, edges-ner-ontonotes_f1: 0.967
edges-pos-ontonotes_run2	micro_avg: 0.000, macro_avg: 0.979, edges-pos-ontonotes_mcc: 0.979, edges-pos-ontonotes_acc: 0.977, edges-pos-ontonotes_precision: 0.979, edges-pos-ontonotes_recall: 0.979, edges-pos-ontonotes_f1: 0.979
edges-coref-ontonotes_run2	micro_avg: 0.000, macro_avg: 0.971, edges-coref-ontonotes_mcc: 0.942, edges-coref-ontonotes_acc: 0.971, edges-coref-ontonotes_precision: 0.971, edges-coref-ontonotes_recall: 0.971, edges-coref-ontonotes_f1: 0.971
edges-srl-ontonotes_run2	micro_avg: 0.000, macro_avg: 0.933, edges-srl-ontonotes_mcc: 0.932, edges-srl-ontonotes_acc: 0.919, edges-srl-ontonotes_precision: 0.943, edges-srl-ontonotes_recall: 0.923, edges-srl-ontonotes_f1: 0.933
edges-nonterminal-ontonotes_run2	micro_avg: 0.000, macro_avg: 0.889, edges-nonterminal-ontonotes_mcc: 0.886, edges-nonterminal-ontonotes_acc: 0.822, edges-nonterminal-ontonotes_precision: 0.860, edges-nonterminal-ontonotes_recall: 0.921, edges-nonterminal-ontonotes_f1: 0.889
