winograd-coreference_run2	micro_avg: 0.635, macro_avg: 0.635, winograd-coreference_f1: 0.000, winograd-coreference_acc: 0.635
copa_run2	micro_avg: 0.870, macro_avg: 0.870, copa_accuracy: 0.870
wic_run2	micro_avg: 0.723, macro_avg: 0.723, wic_accuracy: 0.723, wic_f1: 0.726, wic_precision: 0.716, wic_recall: 0.737
acceptability-def_run2	micro_avg: 0.583, macro_avg: 0.583, acceptability-def_acc_f1: 0.583, acceptability-def_accuracy: 0.500, acceptability-def_f1: 0.667
acceptability-eos_run2	micro_avg: 0.583, macro_avg: 0.583, acceptability-eos_acc_f1: 0.583, acceptability-eos_accuracy: 0.500, acceptability-eos_f1: 0.667
edges-rel-semeval_run2	micro_avg: 0.000, macro_avg: 0.000, edges-rel-semeval_mcc: 0.000, edges-rel-semeval_acc: 0.000, edges-rel-semeval_precision: 0.000, edges-rel-semeval_recall: 0.000, edges-rel-semeval_f1: 0.000
edges-dpr_run2	micro_avg: 0.000, macro_avg: 0.667, edges-dpr_mcc: 0.000, edges-dpr_acc: 0.000, edges-dpr_precision: 0.500, edges-dpr_recall: 1.000, edges-dpr_f1: 0.667
rte-superglue_run2	micro_avg: 0.838, macro_avg: 0.838, rte-superglue_accuracy: 0.838
commitbank_run2	micro_avg: 0.586, macro_avg: 0.586, commitbank_accuracy: 0.839, commitbank_f1: 0.586, commitbank_precision: 0.573, commitbank_recall: 0.619
acceptability-wh_run2	micro_avg: 0.583, macro_avg: 0.583, acceptability-wh_acc_f1: 0.583, acceptability-wh_accuracy: 0.500, acceptability-wh_f1: 0.667
edges-spr2_run2	micro_avg: 0.000, macro_avg: 0.765, edges-spr2_mcc: 0.622, edges-spr2_acc: 0.037, edges-spr2_precision: 0.756, edges-spr2_recall: 0.773, edges-spr2_f1: 0.765
acceptability-conj_run2	micro_avg: 0.583, macro_avg: 0.583, acceptability-conj_acc_f1: 0.583, acceptability-conj_accuracy: 0.500, acceptability-conj_f1: 0.667
edges-spr1_run2	micro_avg: 0.000, macro_avg: 0.697, edges-spr1_mcc: 0.565, edges-spr1_acc: 0.140, edges-spr1_precision: 0.708, edges-spr1_recall: 0.686, edges-spr1_f1: 0.697
edges-ner-ontonotes_run2	micro_avg: 0.000, macro_avg: 0.000, edges-ner-ontonotes_mcc: 0.000, edges-ner-ontonotes_acc: 0.000, edges-ner-ontonotes_precision: 0.000, edges-ner-ontonotes_recall: 0.000, edges-ner-ontonotes_f1: 0.000
edges-coref-ontonotes_run2	micro_avg: 0.000, macro_avg: 0.780, edges-coref-ontonotes_mcc: 0.559, edges-coref-ontonotes_acc: 0.780, edges-coref-ontonotes_precision: 0.780, edges-coref-ontonotes_recall: 0.780, edges-coref-ontonotes_f1: 0.780
edges-srl-ontonotes_run2	micro_avg: 0.000, macro_avg: 0.000, edges-srl-ontonotes_mcc: 0.000, edges-srl-ontonotes_acc: 0.000, edges-srl-ontonotes_precision: 0.000, edges-srl-ontonotes_recall: 0.000, edges-srl-ontonotes_f1: 0.000
cola_run2	micro_avg: 0.624, macro_avg: 0.624, cola_mcc: 0.624, cola_accuracy: 0.846
se-probing-sentence-length_run2	micro_avg: 0.455, macro_avg: 0.455, se-probing-sentence-length_accuracy: 0.455
se-probing-top-constituents_run2	micro_avg: 0.932, macro_avg: 0.932, se-probing-top-constituents_accuracy: 0.932
boolq_run2	micro_avg: 0.824, macro_avg: 0.824, boolq_acc_f1: 0.824, boolq_accuracy: 0.803, boolq_f1: 0.845, boolq_precision: 0.830, boolq_recall: 0.860
se-probing-obj-number_run2	micro_avg: 0.960, macro_avg: 0.960, se-probing-obj-number_accuracy: 0.960
se-probing-past-present_run2	micro_avg: 0.893, macro_avg: 0.893, se-probing-past-present_accuracy: 0.893
se-probing-subj-number_run2	micro_avg: 0.927, macro_avg: 0.927, se-probing-subj-number_accuracy: 0.927
se-probing-tree-depth_run2	micro_avg: 0.748, macro_avg: 0.748, se-probing-tree-depth_accuracy: 0.748
se-probing-word-content_run2	micro_avg: 0.001, macro_avg: 0.001, se-probing-word-content_accuracy: 0.001
se-probing-odd-man-out_run2	micro_avg: 0.740, macro_avg: 0.740, se-probing-odd-man-out_accuracy: 0.740
se-probing-coordination-inversion_run2	micro_avg: 0.817, macro_avg: 0.817, se-probing-coordination-inversion_accuracy: 0.817
se-probing-bigram-shift_run2	micro_avg: 0.974, macro_avg: 0.974, se-probing-bigram-shift_accuracy: 0.974
edges-dep-ud-ewt_run2	micro_avg: 0.000, macro_avg: 0.023, edges-dep-ud-ewt_mcc: 0.074, edges-dep-ud-ewt_acc: 0.012, edges-dep-ud-ewt_precision: 0.495, edges-dep-ud-ewt_recall: 0.012, edges-dep-ud-ewt_f1: 0.023
edges-pos-ontonotes_run2	micro_avg: 0.000, macro_avg: 0.008, edges-pos-ontonotes_mcc: 0.049, edges-pos-ontonotes_acc: 0.004, edges-pos-ontonotes_precision: 0.598, edges-pos-ontonotes_recall: 0.004, edges-pos-ontonotes_f1: 0.008
commonsenseqa_run2	micro_avg: 0.678, macro_avg: 0.678, commonsenseqa_accuracy: 0.678
