copa_run3	micro_avg: 0.890, macro_avg: 0.890, copa_accuracy: 0.890
winograd-coreference_run3	micro_avg: 0.635, macro_avg: 0.635, winograd-coreference_f1: 0.000, winograd-coreference_acc: 0.635
wic_run3	micro_avg: 0.712, macro_avg: 0.712, wic_accuracy: 0.712, wic_f1: 0.716, wic_precision: 0.705, wic_recall: 0.727
commitbank_run3	micro_avg: 0.715, macro_avg: 0.715, commitbank_accuracy: 0.875, commitbank_f1: 0.715, commitbank_precision: 0.919, commitbank_recall: 0.692
rte-superglue_run3	micro_avg: 0.809, macro_avg: 0.809, rte-superglue_accuracy: 0.809
boolq_run3	micro_avg: 0.823, macro_avg: 0.823, boolq_acc_f1: 0.823, boolq_accuracy: 0.804, boolq_f1: 0.842, boolq_precision: 0.843, boolq_recall: 0.842
commonsenseqa_run3	micro_avg: 0.662, macro_avg: 0.662, commonsenseqa_accuracy: 0.662
multirc_run3	micro_avg: 0.423, macro_avg: 0.423, multirc_ans_f1: 0.671, multirc_qst_f1: 0.596, multirc_em: 0.174, multirc_avg: 0.423
acceptability-conj_run3	micro_avg: 0.583, macro_avg: 0.583, acceptability-conj_acc_f1: 0.583, acceptability-conj_accuracy: 0.500, acceptability-conj_f1: 0.667
acceptability-def_run3	micro_avg: 0.583, macro_avg: 0.583, acceptability-def_acc_f1: 0.583, acceptability-def_accuracy: 0.500, acceptability-def_f1: 0.667
edges-spr2_run3	micro_avg: 0.000, macro_avg: 0.743, edges-spr2_mcc: 0.583, edges-spr2_acc: 0.000, edges-spr2_precision: 0.718, edges-spr2_recall: 0.770, edges-spr2_f1: 0.743
acceptability-eos_run3	micro_avg: 0.959, macro_avg: 0.959, acceptability-eos_acc_f1: 0.959, acceptability-eos_accuracy: 0.958, acceptability-eos_f1: 0.960
acceptability-wh_run3	micro_avg: 0.934, macro_avg: 0.934, acceptability-wh_acc_f1: 0.934, acceptability-wh_accuracy: 0.933, acceptability-wh_f1: 0.935
edges-rel-semeval_run3	micro_avg: 0.000, macro_avg: 0.000, edges-rel-semeval_mcc: 0.000, edges-rel-semeval_acc: 0.000, edges-rel-semeval_precision: 0.000, edges-rel-semeval_recall: 0.000, edges-rel-semeval_f1: 0.000
