winograd-coreference_run3	micro_avg: 0.721, macro_avg: 0.721, winograd-coreference_f1: 0.674, winograd-coreference_acc: 0.721
copa_run3	micro_avg: 0.800, macro_avg: 0.800, copa_accuracy: 0.800
commitbank_run3	micro_avg: 0.937, macro_avg: 0.937, commitbank_accuracy: 0.946, commitbank_f1: 0.937, commitbank_precision: 0.921, commitbank_recall: 0.959
wic_run3	micro_avg: 0.712, macro_avg: 0.712, wic_accuracy: 0.712, wic_f1: 0.730, wic_precision: 0.686, wic_recall: 0.781
acceptability-conj_run3	micro_avg: 0.583, macro_avg: 0.583, acceptability-conj_acc_f1: 0.583, acceptability-conj_accuracy: 0.500, acceptability-conj_f1: 0.667
acceptability-wh_run3	micro_avg: 0.983, macro_avg: 0.983, acceptability-wh_acc_f1: 0.983, acceptability-wh_accuracy: 0.983, acceptability-wh_f1: 0.983
acceptability-def_run3	micro_avg: 0.583, macro_avg: 0.583, acceptability-def_acc_f1: 0.583, acceptability-def_accuracy: 0.500, acceptability-def_f1: 0.667
acceptability-eos_run3	micro_avg: 0.979, macro_avg: 0.979, acceptability-eos_acc_f1: 0.979, acceptability-eos_accuracy: 0.979, acceptability-eos_f1: 0.980
edges-rel-semeval_run3	micro_avg: 0.000, macro_avg: 0.000, edges-rel-semeval_mcc: 0.000, edges-rel-semeval_acc: 0.000, edges-rel-semeval_precision: 0.000, edges-rel-semeval_recall: 0.000, edges-rel-semeval_f1: 0.000
edges-dpr_run3	micro_avg: 0.000, macro_avg: 0.897, edges-dpr_mcc: 0.794, edges-dpr_acc: 0.897, edges-dpr_precision: 0.897, edges-dpr_recall: 0.897, edges-dpr_f1: 0.897
rte-superglue_run3	micro_avg: 0.856, macro_avg: 0.856, rte-superglue_accuracy: 0.856
edges-spr1_run3	micro_avg: 0.000, macro_avg: 0.874, edges-spr1_mcc: 0.817, edges-spr1_acc: 0.387, edges-spr1_precision: 0.864, edges-spr1_recall: 0.884, edges-spr1_f1: 0.874
edges-spr2_run3	micro_avg: 0.000, macro_avg: 0.837, edges-spr2_mcc: 0.739, edges-spr2_acc: 0.095, edges-spr2_precision: 0.833, edges-spr2_recall: 0.840, edges-spr2_f1: 0.837
